Num_ordine,Linea_Num_Ordine,ID_Prodotto,ID_Rivenditore,Quant,Prezzo_Unitario,Totale_Vendita,Costo_Totale
SO43673,1,315,618,1,874.79,874.79,884.7100
SO43673,2,232,618,3,28.84,86.52,95.1700
SO43673,3,270,618,1,183.94,183.94,181.4900
SO43673,4,324,618,2,419.46,838.92,826.2900
SO43673,5,326,618,1,419.46,419.46,413.1500
SO43673,6,285,618,2,178.58,357.16,352.4000
SO43673,7,342,618,2,419.46,838.92,826.2900
SO43673,8,223,618,1,5.19,5.19,5.7100
SO43673,9,215,618,2,20.19,40.38,24.0600
SO43673,10,220,618,1,20.19,20.19,12.0300
SO43673,11,212,618,4,20.19,80.76,48.1100
SO43674,1,319,83,3,874.79,2624.37,2654.1200
SO43675,1,324,670,4,419.46,1677.84,1652.5900
SO43675,2,220,670,5,20.19,100.95,60.1400
SO43675,3,285,670,2,178.58,357.16,352.4000
SO43675,4,215,670,1,20.19,20.19,12.0300
SO43675,5,326,670,2,419.46,838.92,826.2900
SO43675,6,319,670,2,874.79,1749.58,1769.4200
SO43675,7,223,670,2,5.19,10.38,11.4100
SO43675,8,315,670,1,874.79,874.79,884.7100
SO43675,9,232,670,3,28.84,86.52,95.1700
SO43676,1,349,17,2,2024.99,4049.98,3796.1900
SO43676,2,351,17,2,2024.99,4049.98,3796.1900
SO43676,3,219,17,1,5.70,5.70,3.4000
SO43676,4,348,17,3,2024.99,6074.97,5694.2800
SO43676,5,218,17,4,5.70,22.80,13.5900
SO43677,1,232,679,3,28.84,86.52,95.1700
SO43677,2,314,679,1,2146.96,2146.96,2171.2900
SO43677,3,319,679,1,874.79,874.79,884.7100
SO43677,4,342,679,1,419.46,419.46,413.1500
SO43677,5,215,679,2,20.19,40.38,24.0600
SO43677,6,322,679,4,419.46,1677.84,1652.5900
SO43677,7,332,679,2,419.46,838.92,826.2900
SO43677,8,328,679,1,419.46,419.46,413.1500
SO43677,9,223,679,5,5.19,25.95,28.5300
SO43677,10,212,679,1,20.19,20.19,12.0300
SO43677,11,315,679,1,874.79,874.79,884.7100
SO43677,12,270,679,2,183.94,367.88,362.9700
SO43678,1,322,203,1,419.46,419.46,413.1500
SO43678,2,285,203,2,178.58,357.16,352.4000
SO43678,3,332,203,1,419.46,419.46,413.1500
SO43678,4,275,203,2,356.90,713.80,704.2800
SO43678,5,326,203,3,419.46,1258.38,1239.4400
SO43678,6,324,203,2,419.46,838.92,826.2900
SO43678,7,223,203,3,5.19,15.57,17.1200
SO43678,8,215,203,4,20.19,80.76,48.1100
SO43678,9,270,203,2,183.94,367.88,362.9700
SO43678,10,317,203,1,874.79,874.79,884.7100
SO43678,11,262,203,2,183.94,367.88,362.9700
SO43678,12,235,203,1,28.84,28.84,31.7200
SO43678,13,342,203,1,419.46,419.46,413.1500
SO43678,14,319,203,2,874.79,1749.58,1769.4200
SO43678,15,232,203,2,28.84,57.68,63.4500
SO43678,16,315,203,1,874.79,874.79,884.7100
SO43678,17,316,203,1,874.79,874.79,884.7100
SO43678,18,220,203,3,20.19,60.57,36.0800
SO43678,19,212,203,1,20.19,20.19,12.0300
SO43679,1,322,480,1,419.46,419.46,413.1500
SO43679,2,342,480,2,419.46,838.92,826.2900
SO43679,3,232,480,2,28.84,57.68,63.4500
SO43680,1,322,491,3,419.46,1258.38,1239.4400
SO43680,2,317,491,2,874.79,1749.58,1769.4200
SO43680,3,285,491,2,178.58,357.16,352.4000
SO43680,4,212,491,4,20.19,80.76,48.1100
SO43680,5,270,491,1,183.94,183.94,181.4900
SO43680,6,220,491,1,20.19,20.19,12.0300
SO43680,7,232,491,2,28.84,57.68,63.4500
SO43680,8,262,491,2,183.94,367.88,362.9700
SO43680,9,319,491,1,874.79,874.79,884.7100
SO43680,10,324,491,1,419.46,419.46,413.1500
SO43680,11,314,491,2,2146.96,4293.92,4342.5900
SO43680,12,215,491,2,20.19,40.38,24.0600
SO43680,13,332,491,3,419.46,1258.38,1239.4400
SO43680,14,223,491,3,5.19,15.57,17.1200
SO43680,15,328,491,1,419.46,419.46,413.1500
SO43681,1,232,423,6,28.84,173.04,190.3500
SO43681,2,326,423,5,419.46,2097.30,2065.7300
SO43681,3,275,423,1,356.90,356.90,352.1400
SO43681,4,212,423,1,20.19,20.19,12.0300
SO43681,5,270,423,1,183.94,183.94,181.4900
SO43681,6,215,423,2,20.19,40.38,24.0600
SO43681,7,342,423,3,419.46,1258.38,1239.4400
SO43681,8,272,423,2,183.94,367.88,362.9700
SO43681,9,319,423,3,874.79,2624.37,2654.1200
SO43681,10,338,423,1,419.46,419.46,413.1500
SO43681,11,324,423,2,419.46,838.92,826.2900
SO43681,12,285,423,2,178.58,357.16,352.4000
SO43681,13,314,423,1,2146.96,2146.96,2171.2900
SO43681,14,229,423,2,28.84,57.68,63.4500
SO43681,15,330,423,2,419.46,838.92,826.2900
SO43681,16,322,423,2,419.46,838.92,826.2900
SO43681,17,317,423,1,874.79,874.79,884.7100
SO43681,18,235,423,2,28.84,57.68,63.4500
SO43681,19,220,423,2,20.19,40.38,24.0600
SO43681,20,262,423,1,183.94,183.94,181.4900
SO43681,21,223,423,2,5.19,10.38,11.4100
SO43682,1,319,486,2,874.79,1749.58,1769.4200
SO43682,2,326,486,1,419.46,419.46,413.1500
SO43682,3,322,486,2,419.46,838.92,826.2900
SO43682,4,342,486,2,419.46,838.92,826.2900
SO43682,5,232,486,1,28.84,28.84,31.7200
SO43683,1,349,506,2,2024.99,4049.98,3796.1900
SO43683,2,232,506,2,28.84,57.68,63.4500
SO43683,3,346,506,2,2039.99,4079.98,3824.3100
SO43683,4,347,506,1,2039.99,2039.99,1912.1500
SO43683,5,215,506,1,20.19,20.19,12.0300
SO43683,6,220,506,2,20.19,40.38,24.0600
SO43683,7,223,506,3,5.19,15.57,17.1200
SO43683,8,348,506,4,2024.99,8099.96,7592.3800
SO43683,9,350,506,6,2024.99,12149.94,11388.5700
SO43683,10,345,506,1,2039.99,2039.99,1912.1500
SO43683,11,212,506,3,20.19,60.57,36.0800
SO43683,12,351,506,5,2024.99,10124.95,9490.4700
SO43683,13,218,506,6,5.70,34.20,20.3800
SO43684,1,315,549,2,874.79,1749.58,1769.4200
SO43684,2,326,549,2,419.46,838.92,826.2900
SO43684,3,322,549,1,419.46,419.46,413.1500
SO43684,4,319,549,2,874.79,1749.58,1769.4200
SO43684,5,342,549,1,419.46,419.46,413.1500
SO43684,6,328,549,1,419.46,419.46,413.1500
SO43685,1,332,458,3,419.46,1258.38,1239.4400
SO43685,2,328,458,1,419.46,419.46,413.1500
SO43685,3,315,458,1,874.79,874.79,884.7100
SO43685,4,262,458,1,183.94,183.94,181.4900
SO43686,1,319,344,3,874.79,2624.37,2654.1200
SO43686,2,326,344,1,419.46,419.46,413.1500
SO43686,3,342,344,1,419.46,419.46,413.1500
SO43687,1,338,269,1,419.46,419.46,413.1500
SO43687,2,332,269,2,419.46,838.92,826.2900
SO43688,1,262,161,1,183.94,183.94,181.4900
SO43688,2,322,161,2,419.46,838.92,826.2900
SO43688,3,326,161,3,419.46,1258.38,1239.4400
SO43688,4,285,161,1,178.58,178.58,176.2000
SO43688,5,328,161,1,419.46,419.46,413.1500
SO43688,6,270,161,2,183.94,367.88,362.9700
SO43688,7,315,161,2,874.79,1749.58,1769.4200
SO43688,8,319,161,2,874.79,1749.58,1769.4200
SO43688,9,332,161,3,419.46,1258.38,1239.4400
SO43688,10,342,161,1,419.46,419.46,413.1500
SO43688,11,314,161,2,2146.96,4293.92,4342.5900
SO43689,1,330,166,3,419.46,1258.38,1239.4400
SO43689,2,285,166,2,178.58,357.16,352.4000
SO43689,3,262,166,2,183.94,367.88,362.9700
SO43689,4,314,166,1,2146.96,2146.96,2171.2900
SO43689,5,316,166,2,874.79,1749.58,1769.4200
SO43689,6,334,166,4,419.46,1677.84,1652.5900
SO43689,7,342,166,2,419.46,838.92,826.2900
SO43689,8,322,166,7,419.46,2936.22,2892.0200
SO43689,9,264,166,3,183.94,551.82,544.4600
SO43689,10,253,166,1,178.58,178.58,176.2000
SO43689,11,328,166,6,419.46,2516.76,2478.8800
SO43689,12,270,166,2,183.94,367.88,362.9700
SO43689,13,272,166,2,183.94,367.88,362.9700
SO43689,14,275,166,2,356.90,713.80,704.2800
SO43689,15,332,166,5,419.46,2097.30,2065.7300
SO43689,16,338,166,2,419.46,838.92,826.2900
SO43689,17,324,166,2,419.46,838.92,826.2900
SO43689,18,319,166,3,874.79,2624.37,2654.1200
SO43689,19,310,166,2,2146.96,4293.92,4342.5900
SO43689,20,326,166,9,419.46,3775.14,3718.3200
SO43689,21,315,166,4,874.79,3499.16,3538.8300
SO43690,1,232,431,1,28.84,28.84,31.7200
SO43690,2,342,431,1,419.46,419.46,413.1500
SO43690,3,223,431,2,5.19,10.38,11.4100
SO43690,4,322,431,2,419.46,838.92,826.2900
SO43691,1,319,292,1,874.79,874.79,884.7100
SO43692,1,342,221,5,419.46,2097.30,2065.7300
SO43692,2,262,221,1,183.94,183.94,181.4900
SO43692,3,315,221,8,874.79,6998.32,7077.6700
SO43692,4,272,221,2,183.94,367.88,362.9700
SO43692,5,232,221,10,28.84,288.40,317.2400
SO43692,6,338,221,1,419.46,419.46,413.1500
SO43692,7,317,221,4,874.79,3499.16,3538.8300
SO43692,8,285,221,2,178.58,357.16,352.4000
SO43692,9,319,221,8,874.79,6998.32,7077.6700
SO43692,10,215,221,3,20.19,60.57,36.0800
SO43692,11,326,221,6,419.46,2516.76,2478.8800
SO43692,12,275,221,3,356.90,1070.70,1056.4200
SO43692,13,223,221,6,5.19,31.14,34.2300
SO43692,14,229,221,4,28.84,115.36,126.9000
SO43692,15,322,221,7,419.46,2936.22,2892.0200
SO43692,16,316,221,2,874.79,1749.58,1769.4200
SO43692,17,235,221,4,28.84,115.36,126.9000
SO43692,18,332,221,2,419.46,838.92,826.2900
SO43692,19,330,221,1,419.46,419.46,413.1500
SO43692,20,314,221,2,2146.96,4293.92,4342.5900
SO43692,21,334,221,1,419.46,419.46,413.1500
SO43692,22,253,221,1,178.58,178.58,176.2000
SO43692,23,324,221,3,419.46,1258.38,1239.4400
SO43692,24,220,221,3,20.19,60.57,36.0800
SO43692,25,328,221,1,419.46,419.46,413.1500
SO43692,26,270,221,2,183.94,367.88,362.9700
SO43692,27,212,221,4,20.19,80.76,48.1100
SO43692,28,264,221,2,183.94,367.88,362.9700
SO43693,1,235,485,3,28.84,86.52,95.1700
SO43693,2,346,485,1,2039.99,2039.99,1912.1500
SO43693,3,218,485,6,5.70,34.20,20.3800
SO43693,4,212,485,2,20.19,40.38,24.0600
SO43693,5,344,485,3,2039.99,6119.97,5736.4600
SO43693,6,215,485,2,20.19,40.38,24.0600
SO43693,7,347,485,1,2039.99,2039.99,1912.1500
SO43693,8,350,485,3,2024.99,6074.97,5694.2800
SO43693,9,345,485,1,2039.99,2039.99,1912.1500
SO43693,10,351,485,1,2024.99,2024.99,1898.0900
SO43694,1,349,315,3,2024.99,6074.97,5694.2800
SO43694,2,344,315,3,2039.99,6119.97,5736.4600
SO43694,3,232,315,2,28.84,57.68,63.4500
SO43694,4,345,315,1,2039.99,2039.99,1912.1500
SO43694,5,235,315,3,28.84,86.52,95.1700
SO43694,6,212,315,1,20.19,20.19,12.0300
SO43694,7,215,315,1,20.19,20.19,12.0300
SO43694,8,347,315,1,2039.99,2039.99,1912.1500
SO43694,9,346,315,2,2039.99,4079.98,3824.3100
SO43694,10,223,315,1,5.19,5.19,5.7100
SO43694,11,220,315,5,20.19,100.95,60.1400
SO43695,1,347,27,2,2039.99,4079.98,3824.3100
SO43695,2,307,27,2,722.59,1445.18,1247.6800
SO43695,3,304,27,1,714.70,714.70,617.0300
SO43695,4,293,27,1,722.59,722.59,623.8400
SO43695,5,350,27,5,2024.99,10124.95,9490.4700
SO43695,6,351,27,6,2024.99,12149.94,11388.5700
SO43695,7,218,27,2,5.70,11.40,6.7900
SO43695,8,348,27,5,2024.99,10124.95,9490.4700
SO43696,1,326,603,1,419.46,419.46,413.1500
SO43843,1,347,18,2,2039.99,4079.98,3824.3100
SO43843,2,351,18,2,2024.99,4049.98,3796.1900
SO43843,3,293,18,2,722.59,1445.18,1247.6800
SO43843,4,350,18,5,2024.99,10124.95,9490.4700
SO43843,5,307,18,2,722.59,1445.18,1247.6800
SO43843,6,292,18,1,818.70,818.70,706.8100
SO43843,7,300,18,1,809.76,809.76,699.0900
SO43843,8,344,18,2,2039.99,4079.98,3824.3100
SO43843,9,218,18,2,5.70,11.40,6.7900
SO43843,10,349,18,3,2024.99,6074.97,5694.2800
SO43844,1,348,353,4,2024.99,8099.96,7592.3800
SO43844,2,349,353,2,2024.99,4049.98,3796.1900
SO43844,3,350,353,3,2024.99,6074.97,5694.2800
SO43844,4,351,353,1,2024.99,2024.99,1898.0900
SO43845,1,262,206,1,183.94,183.94,181.4900
SO43845,2,232,206,3,28.84,86.52,95.1700
SO43845,3,342,206,1,419.46,419.46,413.1500
SO43845,4,328,206,2,419.46,838.92,826.2900
SO43845,5,324,206,2,419.46,838.92,826.2900
SO43845,6,315,206,1,874.79,874.79,884.7100
SO43845,7,332,206,2,419.46,838.92,826.2900
SO43845,8,314,206,2,2146.96,4293.92,4342.5900
SO43845,9,270,206,1,183.94,183.94,181.4900
SO43845,10,223,206,4,5.19,20.76,22.8200
SO43846,1,270,318,3,183.94,551.82,544.4600
SO43846,2,223,318,1,5.19,5.19,5.7100
SO43846,3,285,318,1,178.58,178.58,176.2000
SO43846,4,262,318,1,183.94,183.94,181.4900
SO43847,1,232,210,1,28.84,28.84,31.7200
SO43847,2,223,210,1,5.19,5.19,5.7100
SO43847,3,319,210,1,874.79,874.79,884.7100
SO43848,1,346,164,1,2039.99,2039.99,1912.1500
SO43848,2,351,164,1,2024.99,2024.99,1898.0900
SO43848,3,348,164,1,2024.99,2024.99,1898.0900
SO43848,4,349,164,4,2024.99,8099.96,7592.3800
SO43848,5,344,164,2,2039.99,4079.98,3824.3100
SO43849,1,349,697,2,2024.99,4049.98,3796.1900
SO43849,2,229,697,1,28.84,28.84,31.7200
SO43849,3,350,697,2,2024.99,4049.98,3796.1900
SO43849,4,344,697,2,2039.99,4079.98,3824.3100
SO43849,5,220,697,1,20.19,20.19,12.0300
SO43849,6,346,697,1,2039.99,2039.99,1912.1500
SO43849,7,232,697,4,28.84,115.36,126.9000
SO43849,8,345,697,1,2039.99,2039.99,1912.1500
SO43849,9,212,697,1,20.19,20.19,12.0300
SO43849,10,347,697,2,2039.99,4079.98,3824.3100
SO43849,11,215,697,1,20.19,20.19,12.0300
SO43850,1,332,191,1,419.46,419.46,413.1500
SO43850,2,316,191,1,874.79,874.79,884.7100
SO43850,3,324,191,1,419.46,419.46,413.1500
SO43850,4,326,191,2,419.46,838.92,826.2900
SO43850,5,314,191,1,2146.96,2146.96,2171.2900
SO43850,6,262,191,3,183.94,551.82,544.4600
SO43850,7,270,191,1,183.94,183.94,181.4900
SO43850,8,319,191,3,874.79,2624.37,2654.1200
SO43850,9,317,191,1,874.79,874.79,884.7100
SO43850,10,275,191,3,356.90,1070.70,1056.4200
SO43850,11,285,191,1,178.58,178.58,176.2000
SO43851,1,324,558,2,419.46,838.92,826.2900
SO43851,2,322,558,1,419.46,419.46,413.1500
SO43851,3,220,558,1,20.19,20.19,12.0300
SO43851,4,342,558,3,419.46,1258.38,1239.4400
SO43851,5,212,558,1,20.19,20.19,12.0300
SO43851,6,262,558,1,183.94,183.94,181.4900
SO43851,7,315,558,1,874.79,874.79,884.7100
SO43851,8,285,558,3,178.58,535.74,528.6000
SO43851,9,314,558,1,2146.96,2146.96,2171.2900
SO43851,10,332,558,1,419.46,419.46,413.1500
SO43851,11,223,558,1,5.19,5.19,5.7100
SO43851,12,215,558,3,20.19,60.57,36.0800
SO43852,1,349,568,1,2024.99,2024.99,1898.0900
SO43853,1,350,11,2,2024.99,4049.98,3796.1900
SO43853,2,346,11,1,2039.99,2039.99,1912.1500
SO43853,3,344,11,1,2039.99,2039.99,1912.1500
SO43853,4,349,11,4,2024.99,8099.96,7592.3800
SO43853,5,348,11,2,2024.99,4049.98,3796.1900
SO43853,6,351,11,3,2024.99,6074.97,5694.2800
SO43854,1,319,208,2,874.79,1749.58,1769.4200
SO43855,1,332,102,2,419.46,838.92,826.2900
SO43855,2,322,102,2,419.46,838.92,826.2900
SO43855,3,314,102,1,2146.96,2146.96,2171.2900
SO43855,4,324,102,4,419.46,1677.84,1652.5900
SO43855,5,285,102,1,178.58,178.58,176.2000
SO43855,6,326,102,3,419.46,1258.38,1239.4400
SO43855,7,275,102,2,356.90,713.80,704.2800
SO43855,8,334,102,1,419.46,419.46,413.1500
SO43855,9,264,102,1,183.94,183.94,181.4900
SO43855,10,342,102,2,419.46,838.92,826.2900
SO43855,11,262,102,1,183.94,183.94,181.4900
SO43855,12,316,102,1,874.79,874.79,884.7100
SO43855,13,338,102,2,419.46,838.92,826.2900
SO43856,1,218,389,2,5.70,11.40,6.7900
SO43856,2,350,389,1,2024.99,2024.99,1898.0900
SO43857,1,322,533,1,419.46,419.46,413.1500
SO43857,2,332,533,1,419.46,419.46,413.1500
SO43857,3,326,533,2,419.46,838.92,826.2900
SO43857,4,319,533,3,874.79,2624.37,2654.1200
SO43857,5,232,533,1,28.84,28.84,31.7200
SO43857,6,223,533,3,5.19,15.57,17.1200
SO43857,7,235,533,1,28.84,28.84,31.7200
SO43857,8,262,533,1,183.94,183.94,181.4900
SO43857,9,220,533,2,20.19,40.38,24.0600
SO43857,10,215,533,1,20.19,20.19,12.0300
SO43857,11,285,533,2,178.58,357.16,352.4000
SO43857,12,328,533,1,419.46,419.46,413.1500
SO43857,13,315,533,2,874.79,1749.58,1769.4200
SO43857,14,212,533,2,20.19,40.38,24.0600
SO43858,1,326,36,2,419.46,838.92,826.2900
SO43858,2,324,36,2,419.46,838.92,826.2900
SO43858,3,342,36,5,419.46,2097.30,2065.7300
SO43858,4,332,36,1,419.46,419.46,413.1500
SO43858,5,285,36,2,178.58,357.16,352.4000
SO43858,6,328,36,3,419.46,1258.38,1239.4400
SO43858,7,315,36,2,874.79,1749.58,1769.4200
SO43858,8,253,36,1,178.58,178.58,176.2000
SO43858,9,314,36,2,2146.96,4293.92,4342.5900
SO43858,10,264,36,1,183.94,183.94,181.4900
SO43858,11,334,36,1,419.46,419.46,413.1500
SO43858,12,270,36,1,183.94,183.94,181.4900
SO43858,13,317,36,1,874.79,874.79,884.7100
SO43859,1,232,259,1,28.84,28.84,31.7200
SO43859,2,326,259,1,419.46,419.46,413.1500
SO43859,3,319,259,3,874.79,2624.37,2654.1200
SO43859,4,322,259,2,419.46,838.92,826.2900
SO43860,1,324,1,2,419.46,838.92,826.2900
SO43860,2,342,1,1,419.46,419.46,413.1500
SO43860,3,319,1,2,874.79,1749.58,1769.4200
SO43860,4,332,1,2,419.46,838.92,826.2900
SO43860,5,275,1,1,356.90,356.90,352.1400
SO43860,6,326,1,1,419.46,419.46,413.1500
SO43860,7,285,1,1,178.58,178.58,176.2000
SO43860,8,338,1,1,419.46,419.46,413.1500
SO43860,9,314,1,2,2146.96,4293.92,4342.5900
SO43860,10,270,1,1,183.94,183.94,181.4900
SO43860,11,328,1,1,419.46,419.46,413.1500
SO43860,12,317,1,1,874.79,874.79,884.7100
SO43861,1,275,584,1,356.90,356.90,352.1400
SO43861,2,330,584,3,419.46,1258.38,1239.4400
SO43861,3,342,584,5,419.46,2097.30,2065.7300
SO43861,4,338,584,2,419.46,838.92,826.2900
SO43861,5,262,584,1,183.94,183.94,181.4900
SO43861,6,232,584,9,28.84,259.56,285.5200
SO43861,7,332,584,4,419.46,1677.84,1652.5900
SO43861,8,314,584,1,2146.96,2146.96,2171.2900
SO43861,9,276,584,2,356.90,713.80,704.2800
SO43861,10,272,584,2,183.94,367.88,362.9700
SO43861,11,334,584,2,419.46,838.92,826.2900
SO43861,12,220,584,4,20.19,80.76,48.1100
SO43861,13,315,584,3,874.79,2624.37,2654.1200
SO43861,14,317,584,2,874.79,1749.58,1769.4200
SO43861,15,270,584,2,183.94,367.88,362.9700
SO43861,16,322,584,4,419.46,1677.84,1652.5900
SO43861,17,316,584,2,874.79,1749.58,1769.4200
SO43861,18,235,584,6,28.84,173.04,190.3500
SO43861,19,328,584,2,419.46,838.92,826.2900
SO43861,20,319,584,2,874.79,1749.58,1769.4200
SO43861,21,223,584,9,5.19,46.71,51.3500
SO43861,22,324,584,2,419.46,838.92,826.2900
SO43861,23,212,584,4,20.19,80.76,48.1100
SO43861,24,285,584,1,178.58,178.58,176.2000
SO43861,25,229,584,3,28.84,86.52,95.1700
SO43861,26,253,584,2,178.58,357.16,352.4000
